81.507706	4023.825439	2058.031250
382.794739	4804.798828	2058.031250
82.388680	4492.676758	2058.031250
352.013184	4266.527344	2058.031250
69.077293	4958.198242	2058.031250
453.750763	3918.577637	2058.031250
447.928680	3181.185059	2058.031250
262.996735	3473.321777	2058.031250
78.688042	3214.426025	2058.031250
297.532471	2885.909912	2058.031250
30.565475	3687.940918	2058.031250
396.921021	2600.638916	2058.031250
115.933380	2268.193848	2058.031250
87.016090	1907.127563	2058.031250
394.199036	2115.842041	2058.031250
25.036896	2602.182129	2058.031250
429.225311	-3246.364258	2058.031250
54.102188	-4016.187012	2058.031250
179.624237	-3443.441162	2058.031250
409.824463	-4007.942139	2058.031250
65.392380	-3138.964111	2058.031250
451.730347	-3599.368652	2058.031250
42.819897	-2787.689209	2058.031250
494.172455	-2783.180664	2058.031250
315.696655	-2343.404053	2058.031250
65.945732	-2089.719238	2058.031250
154.958267	-1206.307861	2058.031250
443.980560	-1565.501831	2058.031250
224.424301	-1813.408447	2058.031250
490.315552	-2067.064697	2058.031250
495.312347	-1130.054077	2058.031250
92.581001	-785.403259	2058.031250
470.689178	-693.796997	2058.031250
127.552307	-1507.398071	2058.031250
397.522797	1499.581421	2058.031250
53.044453	1473.663696	2058.031250
463.352753	1816.347900	2058.031250
468.568054	48.455555	2058.038330
270.007721	346.132446	2058.736084
93.916382	73.749062	2058.220215
2250.874268	-3756.110840	1904.498047
2169.281006	-3515.280273	1855.424316
2142.220215	-3646.082764	1876.271362
2039.389404	-3441.826416	1834.062012
188.049255	-3745.447754	2058.031250
2399.375244	-3809.856445	1927.098022
198.689728	-289.022400	2058.031250
494.483643	-378.390015	2058.031250
302.707581	1118.038086	2058.031250
163.103897	2169.554443	1802.031250
-43.236683	1847.704346	1802.031250
267.767090	1878.717163	1802.031250
540.657043	-1304.252808	1802.031250
266.476715	-1080.555420	1802.031250
584.410156	-1001.833130	1802.031250
-106.902275	-2131.561279	1801.917603
-475.496307	-3976.292236	1993.910645
-388.824615	-3802.568604	1971.179321
-783.014893	-4018.195801	1990.238525
-819.733093	-3808.128662	1954.037598
-810.566040	-3911.035400	1971.526245
-425.082428	-4066.864746	2009.195068
-69.230606	3164.761719	1546.031250
492.044312	5092.966309	2058.031250
87.573563	-2361.824951	1798.395020
28.054213	-2431.484619	2058.031250
129.298615	1470.854614	1802.031250
412.532196	1580.263550	1802.031250
583.659485	2968.660400	1801.916382
218.757858	-711.724060	1802.031250
-48.135136	-2176.113037	1546.031250
463.592804	-2318.603271	1546.031250
677.224854	-2100.375977	1546.031250
431.979004	-2325.820313	1798.829956
650.735107	-2116.173096	1801.989136
7.619625	3058.777100	1800.875488
257.778625	424.375824	1738.031250
200.009933	2568.241943	1706.545654
436.035400	164.416672	1738.031250
219.295410	1001.693848	1653.575562
216.356949	861.926941	1568.506714
84.118225	975.382446	1637.561157
182.612549	1026.848267	1668.885742
101.499939	938.068481	1614.850098
96.950470	910.437988	1598.032837
115.065796	1067.946533	1693.900024
158.252167	836.678528	1553.139404
258.916443	-1711.081177	1707.095581
-137.939804	-2211.316406	2074.031250
-26.176384	-2671.525391	2074.031250
-150.313309	-3323.811279	2074.031250
-185.749771	-3668.580322	2074.031250
-17.332760	-3928.394775	2074.031250
-130.989960	-1473.347778	2074.031250
-161.655380	-979.060364	2234.031250
-128.724060	4855.567383	2074.031250
-97.554031	4056.711914	2074.031250
-11.823595	3748.434570	2074.031250
-109.997749	3013.933838	2074.031250
-167.273224	2712.662598	2074.031250
-157.964294	1995.887695	2074.031250
1803.287231	-3644.446289	1839.211426
1854.393433	-3818.173096	1875.833740
1888.850098	-3695.592529	1859.031128
333.541779	-610.141479	1642.031250
310.135406	-1146.810547	1642.031250
378.758972	-43.951103	1573.787598
412.384094	-219.621094	1683.581299
303.672729	-145.639664	1637.342896
248.675430	-17.893951	1557.501831
309.023651	-191.537125	1666.028809
303.226166	-243.645004	1698.596191
257.765686	-108.713730	1614.264160
383.013306	-71.689659	1591.124146
405.539886	686.985596	1738.031250
-14.419555	-1847.300415	2074.031250
-197.962082	-2985.820557	2074.031250
-9.316298	4556.365234	2074.031250
-5.792560	3312.550293	2074.031250
-4.117137	2450.547363	2074.031250
-17.874237	1711.146240	2074.031250
554.342041	1001.221680	2074.031250
-718.567017	-3601.314453	1921.796265
-802.916687	-3722.381104	1937.840820
-174.609756	1447.826904	2074.031250
-186.242630	262.810364	2074.031250
-127.931824	-57.265732	2074.031250
-110.623856	-746.818787	1802.031250
555.523499	4852.363281	2074.031250
670.998840	4562.758789	2074.031250
-49.190617	-349.223419	2074.031250
606.093933	4169.032715	2074.031250
576.212708	3787.902832	2074.031250
687.188416	3495.601318	2074.031250
659.634949	2965.801514	2074.031250
658.403198	2464.037109	2074.031250
525.060425	-454.316528	2074.031250
587.929688	-844.610229	2074.031250
525.055176	3238.983154	2074.031250
689.071350	-1180.726196	2074.031250
697.639343	-1592.289063	2074.031250
576.946289	-1886.683716	2074.031250
626.321594	-2399.537842	2074.031250
643.747009	-2764.833984	2074.031250
623.702454	-3155.657715	2074.031250
652.438843	-3528.310547	2074.031250
569.227783	-3872.815674	2074.031250
540.250488	302.466461	2074.031250
566.772888	1719.873901	2234.031250
572.027466	2027.216675	2074.031250
1960.277466	-4049.886475	1915.247192
2242.059814	-4050.864502	1950.067993
2169.589600	-4003.221436	1934.450439
1966.467407	-3906.555420	1899.938232
-933.105591	-3616.695557	1882.593750
-988.485291	-3601.535645	1863.176025
-917.641479	-3683.672852	1903.414063
111.087265	-1346.801636	1802.031250
369.706665	632.930786	2058.031250
-960.604065	-3796.131836	1921.096680
1726.895386	-3453.803467	1786.122070
1731.291992	-3547.647705	1803.310547
1783.792603	-3567.689941	1818.746826
689.907715	-175.262680	2074.031250
552.954590	-2792.541260	1802.031250
-94.227615	-2657.131592	1802.031250
